crop,month,soil_type,soil_drainage,maturity_in_days
cacao,August,loam,well-drained,1428
cacao,August,sandy loam,well-drained,1428
cacao,September,loam,well-drained,1428
cacao,September,sandy loam,well-drained,1428
cacao,October,loam,well-drained,1428
cacao,October,sandy loam,well-drained,1428
cacao,November,loam,well-drained,1429
cacao,November,sandy loam,well-drained,1429
cacao,December,loam,well-drained,1429
cacao,December,sandy loam,well-drained,1429
cacao,January,loam,well-drained,1429
cacao,January,sandy loam,well-drained,1429
cacao,February,loam,well-drained,1429
cacao,February,sandy loam,well-drained,1429
cacao,March,loam,well-drained,1429
cacao,March,sandy loam,well-drained,1429
cacao,April,loam,well-drained,1429
cacao,April,sandy loam,well-drained,1429
cacao,May,loam,well-drained,1429
cacao,May,sandy loam,well-drained,1429
cacao,June,loam,well-drained,1429
cacao,June,sandy loam,well-drained,1429
cacao,July,loam,well-drained,1429
cacao,July,sandy loam,well-drained,1429
cacao,August,loam,well-drained,1429
cacao,August,sandy loam,well-drained,1429
cacao,September,loam,well-drained,1429
cacao,September,sandy loam,well-drained,1429
cacao,October,loam,well-drained,1429
cacao,October,sandy loam,well-drained,1429
cacao,November,loam,well-drained,1430
cacao,November,sandy loam,well-drained,1430
cacao,December,loam,well-drained,1430
cacao,December,sandy loam,well-drained,1430
cacao,January,loam,well-drained,1430
cacao,January,sandy loam,well-drained,1430
cacao,February,loam,well-drained,1430
cacao,February,sandy loam,well-drained,1430
cacao,March,loam,well-drained,1430
cacao,March,sandy loam,well-drained,1430
cacao,April,loam,well-drained,1430
cacao,April,sandy loam,well-drained,1430
cacao,May,loam,well-drained,1430
cacao,May,sandy loam,well-drained,1430
cacao,June,loam,well-drained,1430
cacao,June,sandy loam,well-drained,1430
cacao,July,loam,well-drained,1430
cacao,July,sandy loam,well-drained,1430
cacao,August,loam,well-drained,1430
cacao,August,sandy loam,well-drained,1430
cacao,September,loam,well-drained,1430
cacao,September,sandy loam,well-drained,1430
cacao,October,loam,well-drained,1430
cacao,October,sandy loam,well-drained,1430
cacao,November,loam,well-drained,1431
cacao,November,sandy loam,well-drained,1431
cacao,December,loam,well-drained,1431
cacao,December,sandy loam,well-drained,1431
cacao,January,loam,well-drained,1431
cacao,January,sandy loam,well-drained,1431
cacao,February,loam,well-drained,1431
cacao,February,sandy loam,well-drained,1431
cacao,March,loam,well-drained,1431
cacao,March,sandy loam,well-drained,1431
cacao,April,loam,well-drained,1431
cacao,April,sandy loam,well-drained,1431
cacao,May,loam,well-drained,1431
cacao,May,sandy loam,well-drained,1431
cacao,June,loam,well-drained,1431
cacao,June,sandy loam,well-drained,1431
cacao,July,loam,well-drained,1431
cacao,July,sandy loam,well-drained,1431
cacao,August,loam,well-drained,1431
cacao,August,sandy loam,well-drained,1431
cacao,September,loam,well-drained,1431
cacao,September,sandy loam,well-drained,1431
cacao,October,loam,well-drained,1431
cacao,October,sandy loam,well-drained,1431
cacao,November,loam,well-drained,1432
cacao,November,sandy loam,well-drained,1432
cacao,December,loam,well-drained,1432
cacao,December,sandy loam,well-drained,1432
cacao,January,loam,well-drained,1432
cacao,January,sandy loam,well-drained,1432
cacao,February,loam,well-drained,1432
cacao,February,sandy loam,well-drained,1432
cacao,March,loam,well-drained,1432
cacao,March,sandy loam,well-drained,1432
cacao,April,loam,well-drained,1432
cacao,April,sandy loam,well-drained,1432
cacao,May,loam,well-drained,1432
cacao,May,sandy loam,well-drained,1432
cacao,June,loam,well-drained,1432
cacao,June,sandy loam,well-drained,1432
cacao,July,loam,well-drained,1432
cacao,July,sandy loam,well-drained,1432
cacao,August,loam,well-drained,1432
cacao,August,sandy loam,well-drained,1432
cacao,September,loam,well-drained,1432
cacao,September,sandy loam,well-drained,1432
cacao,October,loam,well-drained,1432
cacao,October,sandy loam,well-drained,1432
cacao,November,loam,well-drained,1433
cacao,November,sandy loam,well-drained,1433
cacao,December,loam,well-drained,1433
cacao,December,sandy loam,well-drained,1433
cacao,January,loam,well-drained,1433
cacao,January,sandy loam,well-drained,1433
cacao,February,loam,well-drained,1433
cacao,February,sandy loam,well-drained,1433
cacao,March,loam,well-drained,1433
cacao,March,sandy loam,well-drained,1433
cacao,April,loam,well-drained,1433
cacao,April,sandy loam,well-drained,1433
cacao,May,loam,well-drained,1433
cacao,May,sandy loam,well-drained,1433
cacao,June,loam,well-drained,1433
cacao,June,sandy loam,well-drained,1433
cacao,July,loam,well-drained,1433
cacao,July,sandy loam,well-drained,1433
cacao,August,loam,well-drained,1433
cacao,August,sandy loam,well-drained,1433
cacao,September,loam,well-drained,1433
cacao,September,sandy loam,well-drained,1433
cacao,October,loam,well-drained,1433
cacao,October,sandy loam,well-drained,1433
cacao,November,loam,well-drained,1434
cacao,November,sandy loam,well-drained,1434
cacao,December,loam,well-drained,1434
cacao,December,sandy loam,well-drained,1434
cacao,January,loam,well-drained,1434
cacao,January,sandy loam,well-drained,1434
cacao,February,loam,well-drained,1434
cacao,February,sandy loam,well-drained,1434
cacao,March,loam,well-drained,1434
cacao,March,sandy loam,well-drained,1434
cacao,April,loam,well-drained,1434
cacao,April,sandy loam,well-drained,1434
cacao,May,loam,well-drained,1434
cacao,May,sandy loam,well-drained,1434
cacao,June,loam,well-drained,1434
cacao,June,sandy loam,well-drained,1434
cacao,July,loam,well-drained,1434
cacao,July,sandy loam,well-drained,1434
cacao,August,loam,well-drained,1434
cacao,August,sandy loam,well-drained,1434
cacao,September,loam,well-drained,1434
cacao,September,sandy loam,well-drained,1434
cacao,October,loam,well-drained,1434
cacao,October,sandy loam,well-drained,1434
cacao,November,loam,well-drained,1435
cacao,November,sandy loam,well-drained,1435
cacao,December,loam,well-drained,1435
cacao,December,sandy loam,well-drained,1435
cacao,January,loam,well-drained,1435
cacao,January,sandy loam,well-drained,1435
cacao,February,loam,well-drained,1435
cacao,February,sandy loam,well-drained,1435
cacao,March,loam,well-drained,1435
cacao,March,sandy loam,well-drained,1435
cacao,April,loam,well-drained,1435
cacao,April,sandy loam,well-drained,1435
cacao,May,loam,well-drained,1435
cacao,May,sandy loam,well-drained,1435
cacao,June,loam,well-drained,1435
cacao,June,sandy loam,well-drained,1435
cacao,July,loam,well-drained,1435
cacao,July,sandy loam,well-drained,1435
cacao,August,loam,well-drained,1435
cacao,August,sandy loam,well-drained,1435
cacao,September,loam,well-drained,1435
cacao,September,sandy loam,well-drained,1435
cacao,October,loam,well-drained,1435
cacao,October,sandy loam,well-drained,1435
cacao,November,loam,well-drained,1436
cacao,November,sandy loam,well-drained,1436
cacao,December,loam,well-drained,1436
cacao,December,sandy loam,well-drained,1436
cacao,January,loam,well-drained,1436
cacao,January,sandy loam,well-drained,1436
cacao,February,loam,well-drained,1436
cacao,February,sandy loam,well-drained,1436
cacao,March,loam,well-drained,1436
cacao,March,sandy loam,well-drained,1436
cacao,April,loam,well-drained,1436
cacao,April,sandy loam,well-drained,1436
cacao,May,loam,well-drained,1436
cacao,May,sandy loam,well-drained,1436
cacao,June,loam,well-drained,1436
cacao,June,sandy loam,well-drained,1436
cacao,July,loam,well-drained,1436
cacao,July,sandy loam,well-drained,1436
cacao,August,loam,well-drained,1436
cacao,August,sandy loam,well-drained,1436
cacao,September,loam,well-drained,1436
cacao,September,sandy loam,well-drained,1436
cacao,October,loam,well-drained,1436
cacao,October,sandy loam,well-drained,1436
cacao,November,loam,well-drained,1437
cacao,November,sandy loam,well-drained,1437
cacao,December,loam,well-drained,1437
cacao,December,sandy loam,well-drained,1437
cacao,January,loam,well-drained,1437
cacao,January,sandy loam,well-drained,1437
cacao,February,loam,well-drained,1437
cacao,February,sandy loam,well-drained,1437
cacao,March,loam,well-drained,1437
cacao,March,sandy loam,well-drained,1437
cacao,April,loam,well-drained,1437
cacao,April,sandy loam,well-drained,1437
cacao,May,loam,well-drained,1437
cacao,May,sandy loam,well-drained,1437
cacao,June,loam,well-drained,1437
cacao,June,sandy loam,well-drained,1437
cacao,July,loam,well-drained,1437
cacao,July,sandy loam,well-drained,1437
cacao,August,loam,well-drained,1437
cacao,August,sandy loam,well-drained,1437
cacao,September,loam,well-drained,1437
cacao,September,sandy loam,well-drained,1437
cacao,October,loam,well-drained,1437
cacao,October,sandy loam,well-drained,1437
cacao,November,loam,well-drained,1438
cacao,November,sandy loam,well-drained,1438
cacao,December,loam,well-drained,1438
cacao,December,sandy loam,well-drained,1438
cacao,January,loam,well-drained,1438
cacao,January,sandy loam,well-drained,1438
cacao,February,loam,well-drained,1438
cacao,February,sandy loam,well-drained,1438
cacao,March,loam,well-drained,1438
cacao,March,sandy loam,well-drained,1438
cacao,April,loam,well-drained,1438
cacao,April,sandy loam,well-drained,1438
cacao,May,loam,well-drained,1438
cacao,May,sandy loam,well-drained,1438
cacao,June,loam,well-drained,1438
cacao,June,sandy loam,well-drained,1438
cacao,July,loam,well-drained,1438
cacao,July,sandy loam,well-drained,1438
cacao,August,loam,well-drained,1438
cacao,August,sandy loam,well-drained,1438
cacao,September,loam,well-drained,1438
cacao,September,sandy loam,well-drained,1438
cacao,October,loam,well-drained,1438
cacao,October,sandy loam,well-drained,1438
cacao,November,loam,well-drained,1439
cacao,November,sandy loam,well-drained,1439
cacao,December,loam,well-drained,1439
cacao,December,sandy loam,well-drained,1439
cacao,January,loam,well-drained,1439
cacao,January,sandy loam,well-drained,1439
cacao,February,loam,well-drained,1439
cacao,February,sandy loam,well-drained,1439
cacao,March,loam,well-drained,1439
cacao,March,sandy loam,well-drained,1439
cacao,April,loam,well-drained,1439
cacao,April,sandy loam,well-drained,1439
cacao,May,loam,well-drained,1439
cacao,May,sandy loam,well-drained,1439
cacao,June,loam,well-drained,1439
cacao,June,sandy loam,well-drained,1439
cacao,July,loam,well-drained,1439
cacao,July,sandy loam,well-drained,1439
cacao,August,loam,well-drained,1439
cacao,August,sandy loam,well-drained,1439
cacao,September,loam,well-drained,1439
cacao,September,sandy loam,well-drained,1439
cacao,October,loam,well-drained,1439
cacao,October,sandy loam,well-drained,1439
cacao,November,loam,well-drained,1440
cacao,November,sandy loam,well-drained,1440
cacao,December,loam,well-drained,1440
cacao,December,sandy loam,well-drained,1440
cacao,January,loam,well-drained,1440
cacao,January,sandy loam,well-drained,1440
cacao,February,loam,well-drained,1440
cacao,February,sandy loam,well-drained,1440
cacao,March,loam,well-drained,1440
cacao,March,sandy loam,well-drained,1440
cacao,April,loam,well-drained,1440
cacao,April,sandy loam,well-drained,1440
cacao,May,loam,well-drained,1440
cacao,May,sandy loam,well-drained,1440
cacao,June,loam,well-drained,1440
cacao,June,sandy loam,well-drained,1440
cacao,July,loam,well-drained,1440
cacao,July,sandy loam,well-drained,1440
cacao,August,loam,well-drained,1440
cacao,August,sandy loam,well-drained,1440
cacao,September,loam,well-drained,1440
cacao,September,sandy loam,well-drained,1440
cacao,October,loam,well-drained,1440
cacao,October,sandy loam,well-drained,1440
cacao,November,loam,well-drained,1441
cacao,November,sandy loam,well-drained,1441
cacao,December,loam,well-drained,1441
cacao,December,sandy loam,well-drained,1441
cacao,January,loam,well-drained,1441
cacao,January,sandy loam,well-drained,1441
cacao,February,loam,well-drained,1441
cacao,February,sandy loam,well-drained,1441
cacao,March,loam,well-drained,1441
cacao,March,sandy loam,well-drained,1441
cacao,April,loam,well-drained,1441
cacao,April,sandy loam,well-drained,1441
cacao,May,loam,well-drained,1441
cacao,May,sandy loam,well-drained,1441
cacao,June,loam,well-drained,1441
cacao,June,sandy loam,well-drained,1441
cacao,July,loam,well-drained,1441
cacao,July,sandy loam,well-drained,1441
cacao,August,loam,well-drained,1441
cacao,August,sandy loam,well-drained,1441
cacao,September,loam,well-drained,1441
cacao,September,sandy loam,well-drained,1441
cacao,October,loam,well-drained,1441
cacao,October,sandy loam,well-drained,1441
cacao,November,loam,well-drained,1442
cacao,November,sandy loam,well-drained,1442
cacao,December,loam,well-drained,1442
cacao,December,sandy loam,well-drained,1442
cacao,January,loam,well-drained,1442
cacao,January,sandy loam,well-drained,1442
cacao,February,loam,well-drained,1442
cacao,February,sandy loam,well-drained,1442
cacao,March,loam,well-drained,1442
cacao,March,sandy loam,well-drained,1442
cacao,April,loam,well-drained,1442
cacao,April,sandy loam,well-drained,1442
cacao,May,loam,well-drained,1442
cacao,May,sandy loam,well-drained,1442
cacao,June,loam,well-drained,1442
cacao,June,sandy loam,well-drained,1442
cacao,July,loam,well-drained,1442
cacao,July,sandy loam,well-drained,1442
cacao,August,loam,well-drained,1442
cacao,August,sandy loam,well-drained,1442
cacao,September,loam,well-drained,1442
cacao,September,sandy loam,well-drained,1442
cacao,October,loam,well-drained,1442
cacao,October,sandy loam,well-drained,1442
cacao,November,loam,well-drained,1443
cacao,November,sandy loam,well-drained,1443
cacao,December,loam,well-drained,1443
cacao,December,sandy loam,well-drained,1443
cacao,January,loam,well-drained,1443
cacao,January,sandy loam,well-drained,1443
cacao,February,loam,well-drained,1443
cacao,February,sandy loam,well-drained,1443
cacao,March,loam,well-drained,1443
cacao,March,sandy loam,well-drained,1443
cacao,April,loam,well-drained,1443
cacao,April,sandy loam,well-drained,1443
cacao,May,loam,well-drained,1443
cacao,May,sandy loam,well-drained,1443
cacao,June,loam,well-drained,1443
cacao,June,sandy loam,well-drained,1443
cacao,July,loam,well-drained,1443
cacao,July,sandy loam,well-drained,1443
cacao,August,loam,well-drained,1443
cacao,August,sandy loam,well-drained,1443
cacao,September,loam,well-drained,1443
cacao,September,sandy loam,well-drained,1443
cacao,October,loam,well-drained,1443
cacao,October,sandy loam,well-drained,1443
cacao,November,loam,well-drained,1444
cacao,November,sandy loam,well-drained,1444
cacao,December,loam,well-drained,1444
cacao,December,sandy loam,well-drained,1444
cacao,January,loam,well-drained,1444
cacao,January,sandy loam,well-drained,1444
cacao,February,loam,well-drained,1444
cacao,February,sandy loam,well-drained,1444
cacao,March,loam,well-drained,1444
cacao,March,sandy loam,well-drained,1444
cacao,April,loam,well-drained,1444
cacao,April,sandy loam,well-drained,1444
cacao,May,loam,well-drained,1444
cacao,May,sandy loam,well-drained,1444
cacao,June,loam,well-drained,1444
cacao,June,sandy loam,well-drained,1444
cacao,July,loam,well-drained,1444
cacao,July,sandy loam,well-drained,1444
cacao,August,loam,well-drained,1444
cacao,August,sandy loam,well-drained,1444
cacao,September,loam,well-drained,1444
cacao,September,sandy loam,well-drained,1444
cacao,October,loam,well-drained,1444
cacao,October,sandy loam,well-drained,1444
cacao,November,loam,well-drained,1445
cacao,November,sandy loam,well-drained,1445
cacao,December,loam,well-drained,1445
cacao,December,sandy loam,well-drained,1445
